50,0.035502
100,0.073504
150,0.115507
200,0.157509
250,0.17051
300,0.17201
350,0.17851
400,0.223513
450,0.276516
500,0.333019
550,0.378022
600,0.440525
650,0.53353
700,0.575033
750,0.716541
800,0.763543
850,0.849048
880,0.927553
---
50,0.0325015
100,0.0515025
150,0.0600035
200,0.067004
250,0.073504
300,0.0660045
350,0.0565045
400,0.0735045
450,0.0930045
500,0.0885055
550,0.089505
600,0.113007
650,0.132509
700,0.133004
750,0.19301
800,0.135009
850,0.136006
880,0.157012
---
50,0.029001
100,0.054003
150,0.060501
200,0.0625025
250,0.072004
300,0.057503
350,0.066003
400,0.071003
450,0.0860045
500,0.089503
550,0.100506
600,0.111008
650,0.154009
700,0.120006
750,0.134508
800,0.144007
850,0.164008
880,0.163008
~~~
50,0.185048
100,0.260968
150,0.31964
200,0.364293
250,0.37609
300,0.377403
350,0.382952
400,0.416615
450,0.447289
500,0.472374
550,0.485953
600,0.497484
650,0.499907
700,0.496391
750,0.457332
800,0.429637
850,0.367714
880,0.285051
---
50,0.177333
100,0.221028
150,0.237502
200,0.250034
250,0.260968
300,0.248299
350,0.2309
400,0.26097
450,0.290449
500,0.289271
550,0.28548
600,0.316614
650,0.339057
700,0.339583
750,0.398456
800,0.34175
850,0.342803
880,0.363832
---
50,0.16781
100,0.226028
150,0.238417
200,0.24207
250,0.258505
300,0.232806
350,0.248293
400,0.256837
450,0.280382
500,0.285474
550,0.300683
600,0.314156
650,0.360965
700,0.324979
750,0.34121
800,0.351105
850,0.370295
880,0.369381
~~~
50,0.002
100,0.0025
150,0.002
200,0.003
250,0.0025005
300,0.004
350,0.0015
400,0.0035
450,0.0025005
500,0.0035
550,0.004
600,0.001
650,0.0035
700,0.0055005
750,0.0055
800,0.0035
850,0.0085005
880,0.005
---
50,0.0125015
100,0.0305033
150,0.0470035
200,0.048504
250,0.0670052
300,0.0580045
350,0.0665032
400,0.0645052
450,0.0800068
500,0.0895063
550,0.109008
600,0.113507
650,0.122508
700,0.151515
750,0.144012
800,0.17001
850,0.196517
880,0.19001
---
50,0.0590102
100,0.124522
150,0.167535
200,0.196037
250,0.207046
300,0.156039
350,0.187545
400,0.224046
450,0.243555
500,0.282063
550,0.318573
600,0.350576
650,0.348081
700,0.427601
750,0.456598
800,0.492615
850,0.521129
880,0.550628
~~~
50,0.0446771
100,0.0499372
150,0.0446771
200,0.0546903
250,0.0499471
300,0.0631192
350,0.0387007
400,0.0590572
450,0.049947
500,0.0590574
550,0.0631194
600,0.0316069
650,0.0590572
700,0.0739645
750,0.0739579
800,0.0590569
850,0.0971024
880,0.0705332
---
50,0.111208
100,0.172043
150,0.211705
200,0.214894
250,0.250084
300,0.233821
350,0.249204
400,0.245713
450,0.27136
500,0.28553
550,0.311707
600,0.317243
650,0.327926
700,0.358611
750,0.351163
800,0.375688
850,0.397437
880,0.39236
---
50,0.235756
100,0.330296
150,0.373586
200,0.39713
250,0.405334
300,0.363041
350,0.390497
400,0.417098
450,0.429381
500,0.451272
550,0.481921
600,0.477317
650,0.476532
700,0.494923
750,0.499316
800,0.500166
850,0.501784
880,0.500676
~~~
50,0.037502
100,0.076004
150,0.117507
200,0.160509
250,0.17301
300,0.17601
350,0.18001
400,0.227013
450,0.279016
500,0.336519
550,0.382022
600,0.441525
650,0.53703
700,0.580533
750,0.722041
800,0.767043
850,0.857548
880,0.932553
---
50,0.045003
100,0.0820058
150,0.107007
200,0.115508
250,0.140509
300,0.124009
350,0.123008
400,0.13801
450,0.173011
500,0.178012
550,0.198513
600,0.226514
650,0.255016
700,0.284519
750,0.337022
800,0.305019
850,0.332523
880,0.347022
---
50,0.0880112
100,0.178525
150,0.228036
200,0.258539
250,0.27905
300,0.213542
350,0.253548
400,0.295049
450,0.329559
500,0.371566
550,0.419079
600,0.461583
650,0.50209
700,0.547607
750,0.591106
800,0.636621
850,0.685137
880,0.713635
