50,0.037502
100,0.0815045
150,0.113006
200,0.152508
250,0.18101
300,0.199512
350,0.17051
400,0.223513
450,0.269516
500,0.326018
550,0.376021
600,0.438524
650,0.492528
700,0.578032
750,0.660538
800,0.754542
850,0.854048
880,0.931553
---
50,0.031501
100,0.045002
150,0.0660025
200,0.0725025
250,0.071003
300,0.055003
350,0.060502
400,0.068002
450,0.073006
500,0.083503
550,0.0935065
600,0.097007
650,0.112006
700,0.120006
750,0.13951
800,0.133012
850,0.15151
880,0.147511
---
50,0.0325025
100,0.0560025
150,0.0605015
200,0.0690035
250,0.0690035
300,0.065004
350,0.0600035
400,0.073005
450,0.0765045
500,0.0875045
550,0.102005
600,0.104507
650,0.078505
700,0.131006
750,0.137507
800,0.144012
850,0.152011
880,0.16551
~~~
50,0.189994
100,0.273616
150,0.316611
200,0.359523
250,0.385039
300,0.399647
350,0.380059
400,0.416614
450,0.443722
500,0.469842
550,0.485436
600,0.497234
650,0.500974
700,0.495927
750,0.47986
800,0.431568
850,0.368376
880,0.28252
---
50,0.17467
100,0.207312
150,0.250299
200,0.265042
250,0.256838
300,0.227996
350,0.238421
400,0.251752
450,0.26016
500,0.276647
550,0.291152
600,0.295979
650,0.315381
700,0.324979
750,0.346495
800,0.3396
850,0.358556
880,0.354629
---
50,0.177338
100,0.229931
150,0.238419
200,0.255431
250,0.253466
300,0.246542
350,0.237502
400,0.262071
450,0.265812
500,0.282583
550,0.302665
600,0.305931
650,0.268976
700,0.337418
750,0.34439
800,0.351115
850,0.359043
880,0.371653
~~~
50,0
100,0.0045
150,0.0015
200,0.0025005
250,0.006001
300,0.003
350,0.006
400,0.001
450,0.0015
500,0.004
550,0.0025
600,0.0040005
650,0.0025
700,0.004501
750,0.0065005
800,0.0055005
850,0.005
880,0.0055
---
50,0.0130015
100,0.0330043
150,0.0435042
200,0.0510057
250,0.0595075
300,0.060005
350,0.0580075
400,0.067506
450,0.0840038
500,0.097509
550,0.105006
600,0.122508
650,0.134009
700,0.142512
750,0.155011
800,0.176509
850,0.175512
880,0.197512
---
50,0.0655095
100,0.120524
150,0.156033
200,0.189037
250,0.206042
300,0.16854
350,0.19454
400,0.230546
450,0.256557
500,0.287566
550,0.315071
600,0.354081
650,0.42559
700,0.418097
750,0.460104
800,0.493113
850,0.536616
880,0.55063
~~~
50,0
100,0.0669301
150,0.0387008
200,0.0499472
250,0.0772408
300,0.0546904
350,0.0772269
400,0.0316066
450,0.0387003
500,0.0631197
550,0.049937
600,0.0631273
650,0.0499371
700,0.0669449
750,0.080366
800,0.073964
850,0.0705331
880,0.0739581
---
50,0.113288
100,0.178743
150,0.204043
200,0.220074
250,0.236656
300,0.237559
350,0.233844
400,0.250936
450,0.279228
500,0.29671
550,0.30661
600,0.327929
650,0.34071
700,0.349633
750,0.361979
800,0.381309
850,0.380462
880,0.401926
---
50,0.247529
100,0.325704
150,0.409631
200,0.391673
250,0.404598
300,0.374493
350,0.395985
400,0.443308
450,0.436888
500,0.453893
550,0.464709
600,0.479446
650,0.494617
700,0.495462
750,0.499609
800,0.500166
850,0.502879
880,0.499679
~~~
50,0.037502
100,0.0860045
150,0.114506
200,0.155009
250,0.187011
300,0.202512
350,0.17651
400,0.224513
450,0.271016
500,0.330018
550,0.378521
600,0.442525
650,0.495028
700,0.582533
750,0.667038
800,0.760043
850,0.859048
880,0.937053
---
50,0.0445025
100,0.0780063
150,0.109507
200,0.123508
250,0.13051
300,0.115008
350,0.11851
400,0.135508
450,0.15701
500,0.181012
550,0.198513
600,0.219515
650,0.246015
700,0.262517
750,0.29452
800,0.309521
850,0.327022
880,0.345023
---
50,0.098012
100,0.176527
150,0.216534
200,0.258041
250,0.275045
300,0.233544
350,0.254544
400,0.303551
450,0.333061
500,0.37507
550,0.417076
600,0.458587
650,0.504095
700,0.549103
750,0.597611
800,0.637125
850,0.688627
880,0.716139
